,Unique,datestamp,Score,Label,Sum,X_coordinates,y_coordinates
0,36254281,2020-01-07,2.190894401399694,1,1,0.0006756756756756757,0.001851851851851852
1,40049216,2020-05-18,1.9694202414104554,1,2,0.0013513513513513514,0.003703703703703704
2,38717532,2020-03-06,1.9394729467146294,1,3,0.002027027027027027,0.005555555555555556
3,49169716,2020-02-14,1.924877991232115,1,4,0.002702702702702703,0.007407407407407408
4,48507511,2020-05-06,1.9080446729779723,0,4,0.0033783783783783786,0.007407407407407408
5,48102908,2020-03-16,1.860229134359298,1,5,0.004054054054054054,0.009259259259259259
6,36006587,2020-03-23,1.8528762674413115,1,6,0.00472972972972973,0.011111111111111112
7,47972312,2020-05-29,1.8420127470820726,1,7,0.005405405405405406,0.012962962962962963
8,36064510,2020-02-11,1.814277617514614,1,8,0.006081081081081081,0.014814814814814815
9,49019569,2020-03-17,1.8127409884867913,1,9,0.006756756756756757,0.016666666666666666
10,38465697,2020-03-12,1.8123075853673754,1,10,0.007432432432432433,0.018518518518518517
11,36310722,2020-05-07,1.8017197312523276,1,11,0.008108108108108109,0.020370370370370372
12,48259641,2020-01-22,1.798448512427633,1,12,0.008783783783783784,0.022222222222222223
13,49686283,2020-04-07,1.7966546941628454,1,13,0.00945945945945946,0.024074074074074074
14,37266100,2020-03-16,1.7829905568057973,1,14,0.010135135135135136,0.025925925925925925
15,36132978,2019-12-24,1.7513725076733344,1,15,0.010810810810810811,0.027777777777777776
16,38296324,2020-01-09,1.7382674173044723,1,16,0.011486486486486487,0.02962962962962963
17,45910887,2020-03-20,1.7284027012835388,1,17,0.012162162162162163,0.03148148148148148
18,48487362,2020-05-12,1.7059595434775603,0,17,0.012837837837837839,0.03148148148148148
19,36008982,2020-04-15,1.701646709402253,1,18,0.013513513513513514,0.03333333333333333
20,36022205,2020-03-30,1.6828325815450618,1,19,0.01418918918918919,0.03518518518518519
21,36136558,2020-03-30,1.640922542137865,1,20,0.014864864864864866,0.037037037037037035
22,36963616,2020-02-07,1.640256209956345,0,20,0.015540540540540541,0.037037037037037035
23,36076185,2019-11-22,1.637145150910916,0,20,0.016216216216216217,0.037037037037037035
24,47780230,2020-06-01,1.6244576088669618,1,21,0.016891891891891893,0.03888888888888889
25,45910873,2020-03-18,1.6191309143333055,1,22,0.01756756756756757,0.040740740740740744
26,36029142,2020-03-16,1.6099375160546614,1,23,0.018243243243243244,0.04259259259259259
27,36153023,2020-03-18,1.6051975788264345,1,24,0.01891891891891892,0.044444444444444446
28,44433025,2020-02-28,1.6028906834575252,1,25,0.019594594594594596,0.046296296296296294
29,36011782,2020-05-27,1.6005592701903442,1,26,0.02027027027027027,0.04814814814814815
30,36021186,2020-05-28,1.5688668878328622,1,27,0.020945945945945947,0.05
31,39212646,2020-03-31,1.5522569379024793,1,28,0.021621621621621623,0.05185185185185185
32,36057409,2020-05-19,1.5439917543035984,1,29,0.0222972972972973,0.053703703703703705
33,47754754,2019-12-03,1.524438533444614,1,30,0.022972972972972974,0.05555555555555555
34,36267311,2020-04-09,1.522068119927477,1,31,0.02364864864864865,0.05740740740740741
35,36265209,2019-12-31,1.5095468168435464,1,32,0.024324324324324326,0.05925925925925926
36,49020314,2020-05-26,1.5019544517349674,0,32,0.025,0.05925925925925926
37,48524365,2020-05-19,1.5019544517349674,1,33,0.025675675675675677,0.06111111111111111
38,36149589,2020-06-03,1.494795287261189,0,33,0.026351351351351353,0.06111111111111111
39,47162690,2020-04-03,1.481058230644297,1,34,0.02702702702702703,0.06296296296296296
40,45987798,2019-12-17,1.473216897253308,0,34,0.027702702702702704,0.06296296296296296
41,36321564,2020-03-24,1.4667807161200694,1,35,0.02837837837837838,0.06481481481481481
42,41827564,2020-04-09,1.4650082335933565,1,36,0.029054054054054056,0.06666666666666667
43,36436263,2020-03-02,1.448649431107378,0,36,0.02972972972972973,0.06666666666666667
44,48653342,2020-02-25,1.444109264393304,1,37,0.030405405405405407,0.06851851851851852
45,45148347,2020-05-15,1.4252296843746857,1,38,0.031081081081081083,0.07037037037037037
46,36440229,2019-11-15,1.417775313247482,1,39,0.03175675675675676,0.07222222222222222
47,42421775,2020-03-31,1.4163749728874544,1,40,0.032432432432432434,0.07407407407407407
48,45835842,2020-02-04,1.4047121568842909,1,41,0.03310810810810811,0.07592592592592592
49,37387775,2020-02-18,1.4018226942079977,1,42,0.033783783783783786,0.07777777777777778
50,48202997,2020-04-06,1.3965698503106974,1,43,0.03445945945945946,0.07962962962962963
51,49742125,2020-04-28,1.381199333404594,1,44,0.03513513513513514,0.08148148148148149
52,44183840,2020-04-15,1.380087705096349,1,45,0.03581081081081081,0.08333333333333333
53,36337776,2020-03-11,1.3690063104090058,1,46,0.03648648648648649,0.08518518518518518
54,36024802,2020-04-28,1.364009896903544,0,46,0.037162162162162164,0.08518518518518518
55,36073512,2020-05-07,1.3635405065317285,1,47,0.03783783783783784,0.08703703703703704
56,36000389,2020-05-22,1.3598915087883965,0,47,0.038513513513513516,0.08703703703703704
57,36214466,2020-05-04,1.3554094494188527,0,47,0.03918918918918919,0.08703703703703704
58,44729543,2020-04-01,1.3448781550098696,1,48,0.03986486486486487,0.08888888888888889
59,37024871,2020-04-21,1.3401023811923822,1,49,0.04054054054054054,0.09074074074074075
60,42392006,2020-04-21,1.336957867350512,1,50,0.04121621621621622,0.09259259259259259
61,41263165,2020-06-04,1.3200017303958986,1,51,0.041891891891891894,0.09444444444444444
62,48402627,2020-04-03,1.3191165959018019,1,52,0.04256756756756757,0.0962962962962963
